alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_6,3_1_3,40,SideRight,-0.088083,0.223642,-0.939797,0.605298,-0.231484,-0.082662,0.062661,0.294145,1.545095,2.538992,-0.207173,0.074574
Alpha1_6,3_1_3,40,Leeward,-0.719083,0.107374,-1.174608,-0.401593,-0.787216,-0.711996,-0.639660,0.147556,0.773015,0.149320,-0.436631,0.056090
Alpha1_6,3_1_3,40,SideLeft,-0.650689,0.126962,-1.548072,-0.289073,-0.718858,-0.634564,-0.564758,0.154100,1.258999,0.195119,-1.129205,3.490104
Alpha1_6,3_1_3,45,Windward,0.467103,0.156174,0.026162,1.158473,0.353900,0.449626,0.561076,0.207176,1.132312,0.334345,0.568970,0.319767
Alpha1_6,3_1_3,45,SideRight,0.104920,0.198403,-0.642581,0.704749,-0.025197,0.110228,0.242377,0.267574,1.347329,1.890999,-0.170800,-0.003140
Alpha1_6,3_1_3,45,Leeward,-0.782406,0.105708,-1.207230,-0.438091,-0.852108,-0.778258,-0.708541,0.143567,0.769139,0.135106,-0.233439,0.035758
Alpha1_6,3_1_3,45,SideLeft,-0.662888,0.121552,-1.434675,-0.339384,-0.722352,-0.647555,-0.580321,0.142031,1.095292,0.183368,-1.228156,3.129820
Alpha1_6,3_1_3,50,Windward,0.383542,0.139228,0.017404,0.981628,0.282152,0.367961,0.471141,0.188989,0.964224,0.363005,0.535377,0.190748
Alpha1_6,3_1_3,50,SideRight,0.317894,0.176695,-0.342376,0.921592,0.198367,0.321597,0.436685,0.238318,1.263968,0.555831,-0.087891,0.015282
Alpha1_6,3_1_3,50,Leeward,-0.777057,0.108731,-1.176504,-0.437070,-0.847319,-0.768960,-0.702545,0.144774,0.739434,0.139927,-0.285606,0.075126
Alpha1_6,3_1_3,50,SideLeft,-0.624784,0.100665,-1.136399,-0.316255,-0.680213,-0.614374,-0.557027,0.123186,0.820144,0.161120,-0.699486,1.019667
Alpha1_6,3_1_3,55,Windward,0.284142,0.132013,-0.138575,0.799722,0.189115,0.271016,0.370513,0.181399,0.938297,0.464604,0.404540,-0.044719
Alpha1_6,3_1_3,55,SideRight,0.429312,0.189082,-0.130396,1.166476,0.299732,0.412611,0.545153,0.245421,1.296872,0.440430,0.410082,0.234755
Alpha1_6,3_1_3,55,Leeward,-0.813486,0.108792,-1.176723,-0.498843,-0.885410,-0.804580,-0.734281,0.151129,0.677880,0.133735,-0.376047,-0.138104
Alpha1_6,3_1_3,55,SideLeft,-0.624444,0.097679,-1.131616,-0.339320,-0.686051,-0.616281,-0.555213,0.130837,0.792296,0.156425,-0.486380,0.387717
Alpha1_6,3_1_3,60,Windward,0.204459,0.124487,-0.189744,0.657475,0.117420,0.195911,0.282929,0.165509,0.847219,0.608862,0.302227,-0.105611
Alpha1_6,3_1_3,60,SideRight,0.525623,0.188842,-0.049980,1.284999,0.393989,0.513706,0.647468,0.253480,1.334979,0.359273,0.294533,-0.003817
Alpha1_6,3_1_3,60,Leeward,-0.797693,0.111380,-1.233992,-0.382722,-0.868888,-0.786482,-0.719071,0.149817,0.851270,0.139628,-0.435769,0.187399
Alpha1_6,3_1_3,60,SideLeft,-0.574235,0.085588,-0.925819,-0.281072,-0.626535,-0.566552,-0.512959,0.113576,0.644747,0.149047,-0.437885,0.163032
Alpha1_6,3_1_3,65,Windward,0.096870,0.110109,-0.258775,0.565492,0.020425,0.093957,0.171589,0.151164,0.824267,1.136665,0.103552,-0.078975
Alpha1_6,3_1_3,65,SideRight,0.607504,0.188964,0.085493,1.337367,0.467353,0.590200,0.733670,0.266317,1.251874,0.311049,0.392634,-0.125240
Alpha1_6,3_1_3,65,Leeward,-0.814078,0.119608,-1.231103,-0.450744,-0.891014,-0.808943,-0.728766,0.162249,0.780359,0.146924,-0.292728,-0.015012
Alpha1_6,3_1_3,65,SideLeft,-0.548804,0.088132,-0.981017,-0.244039,-0.604555,-0.544489,-0.487745,0.116811,0.736978,0.160590,-0.285602,0.225657
Alpha1_6,3_1_3,70,Windward,-0.019628,0.112935,-0.421347,0.389231,-0.097414,-0.023456,0.055386,0.152800,0.810578,5.753893,0.114858,-0.033293
Alpha1_6,3_1_3,70,SideRight,0.708323,0.198986,0.139229,1.510374,0.565390,0.691424,0.841659,0.276269,1.371145,0.280925,0.354977,-0.077787
Alpha1_6,3_1_3,70,Leeward,-0.842157,0.128210,-1.379504,-0.463548,-0.921603,-0.832280,-0.753032,0.168571,0.915956,0.152240,-0.411422,0.215648
Alpha1_6,3_1_3,70,SideLeft,-0.523198,0.085921,-0.940185,-0.224397,-0.577684,-0.518056,-0.463284,0.114400,0.715788,0.164223,-0.390308,0.330763
Alpha1_6,3_1_3,75,Windward,-0.138531,0.107115,-0.482809,0.252728,-0.210451,-0.138639,-0.062966,0.147485,0.735537,0.773223,-0.046589,-0.056915
Alpha1_6,3_1_3,75,SideRight,0.692537,0.200691,0.208476,1.466732,0.546989,0.668896,0.821857,0.274868,1.258256,0.289791,0.486791,-0.055393
Alpha1_6,3_1_3,75,Leeward,-0.814083,0.127360,-1.366073,-0.406975,-0.891097,-0.803628,-0.727344,0.163753,0.959099,0.156446,-0.429308,0.331066
Alpha1_6,3_1_3,75,SideLeft,-0.441217,0.079414,-0.786453,-0.174393,-0.486818,-0.435932,-0.387298,0.099520,0.612060,0.179990,-0.513165,0.540739
Alpha1_6,3_1_3,80,Windward,-0.251959,0.110099,-0.628039,0.103208,-0.326594,-0.249568,-0.174006,0.152587,0.731247,0.436970,-0.109818,-0.144325
Alpha1_6,3_1_3,80,SideRight,0.730342,0.197281,0.158092,1.495129,0.590392,0.720557,0.861415,0.271023,1.337038,0.270122,0.319019,-0.008364
Alpha1_6,3_1_3,80,Leeward,-0.830767,0.138934,-1.451807,-0.445771,-0.914654,-0.824703,-0.734629,0.180025,1.006036,0.167235,-0.393595,0.231590
Alpha1_6,3_1_3,80,SideLeft,-0.400816,0.074828,-0.739904,-0.169706,-0.445670,-0.394019,-0.348870,0.096800,0.570198,0.186688,-0.584559,0.826429
Alpha1_6,3_1_3,85,Windward,-0.377845,0.109687,-0.863054,-0.036762,-0.448594,-0.373667,-0.302453,0.146142,0.826292,0.290297,-0.249159,0.198693
Alpha1_6,3_1_3,85,SideRight,0.758967,0.210631,0.154571,1.581366,0.604927,0.746635,0.893511,0.288584,1.426794,0.277523,0.336909,-0.184466
Alpha1_6,3_1_3,85,Leeward,-0.759195,0.154061,-1.466810,-0.333748,-0.850751,-0.747969,-0.648440,0.202310,1.133062,0.202927,-0.583398,0.621863
Alpha1_6,3_1_3,85,SideLeft,-0.338179,0.069439,-0.673526,-0.110289,-0.379362,-0.333370,-0.290834,0.088528,0.563237,0.205333,-0.490116,0.682446
Alpha1_6,3_1_3,90,Windward,-0.528913,0.129497,-1.198212,-0.139750,-0.609769,-0.514569,-0.436673,0.173096,1.058462,0.244836,-0.659097,0.775886
Alpha1_6,3_1_3,90,SideRight,0.765518,0.201719,0.258240,1.747111,0.617439,0.751204,0.889074,0.271635,1.488871,0.263507,0.463624,0.169457
Alpha1_6,3_1_3,90,Leeward,-0.641203,0.133420,-1.170624,-0.173567,-0.720624,-0.623303,-0.548606,0.172018,0.997057,0.208078,-0.523830,0.122078
Alpha1_6,3_1_3,90,SideLeft,-0.298926,0.052689,-0.550871,-0.098658,-0.332739,-0.297206,-0.263488,0.069251,0.452213,0.176263,-0.251076,0.528270
Alpha1_6,3_1_3,95,Windward,-0.676414,0.143502,-1.209337,-0.234926,-0.771429,-0.667184,-0.571729,0.199700,0.974411,0.212151,-0.365604,-0.101566
Alpha1_6,3_1_3,95,SideRight,0.770988,0.212563,0.182682,1.654521,0.621082,0.754745,0.902669,0.281587,1.471839,0.275702,0.389956,0.078033
Alpha1_6,3_1_3,95,Leeward,-0.500872,0.138629,-1.048382,-0.142073,-0.589200,-0.488108,-0.401841,0.187359,0.906309,0.276775,-0.470195,0.217045
Alpha1_6,3_1_3,95,SideLeft,-0.310359,0.051997,-0.562441,-0.109179,-0.343653,-0.309178,-0.274947,0.068706,0.453262,0.167538,-0.230386,0.419455
Alpha1_6,3_1_3,100,Windward,-0.792612,0.138427,-1.370903,-0.309350,-0.876866,-0.783801,-0.696439,0.180427,1.061554,0.174647,-0.397969,0.217149
Alpha1_6,3_1_3,100,SideRight,0.738258,0.202824,0.218735,1.468939,0.588322,0.725761,0.870339,0.282016,1.250204,0.274734,0.343540,-0.226393
Alpha1_6,3_1_3,100,Leeward,-0.374390,0.121557,-0.876237,-0.013074,-0.448314,-0.367133,-0.290224,0.158090,0.863163,0.324679,-0.375329,0.190817
Alpha1_6,3_1_3,100,SideLeft,-0.362967,0.063103,-0.633296,-0.120434,-0.401520,-0.359390,-0.320208,0.081312,0.512862,0.173854,-0.388433,0.412176
