alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,1_1_2,0,Windward,0.506580,0.213442,0.028276,1.420479,0.345673,0.490676,0.641448,0.295776,1.392204,0.421339,0.493048,-0.014580
Alpha1_4,1_1_2,0,SideRight,-0.773678,0.224089,-2.445096,-0.131275,-0.902626,-0.746347,-0.613202,0.289423,2.313821,0.289641,-0.893837,2.116566
Alpha1_4,1_1_2,0,Leeward,-0.434130,0.112019,-1.082366,-0.154956,-0.493255,-0.421298,-0.357580,0.135675,0.927411,0.258032,-1.020452,2.203712
Alpha1_4,1_1_2,0,SideLeft,-0.788664,0.233320,-1.986333,-0.102807,-0.931155,-0.766876,-0.623159,0.307997,1.883526,0.295843,-0.678521,0.996869
Alpha1_4,1_1_2,5,Windward,0.526896,0.218479,-0.037967,1.490250,0.364900,0.505903,0.667135,0.302235,1.528217,0.414652,0.519210,0.166724
Alpha1_4,1_1_2,5,SideRight,-0.790633,0.239376,-1.964646,-0.189037,-0.936865,-0.761053,-0.619843,0.317022,1.775610,0.302765,-0.636483,0.502928
Alpha1_4,1_1_2,5,Leeward,-0.456084,0.108018,-0.992498,-0.148151,-0.523389,-0.443646,-0.378716,0.144674,0.844347,0.236837,-0.584962,0.469687
Alpha1_4,1_1_2,5,SideLeft,-0.800938,0.225223,-1.727331,-0.193061,-0.944623,-0.777294,-0.637312,0.307311,1.534270,0.281199,-0.560826,0.341622
Alpha1_4,1_1_2,10,Windward,0.516965,0.219572,-0.092170,1.445262,0.355716,0.497651,0.657702,0.301986,1.537432,0.424733,0.517563,0.200377
Alpha1_4,1_1_2,10,SideRight,-0.722234,0.254869,-2.200150,-0.034934,-0.885818,-0.698470,-0.538091,0.347727,2.165217,0.352890,-0.564546,0.675816
Alpha1_4,1_1_2,10,Leeward,-0.473219,0.116211,-1.186741,-0.171052,-0.542026,-0.459728,-0.390228,0.151798,1.015689,0.245577,-0.768837,1.240687
Alpha1_4,1_1_2,10,SideLeft,-0.756674,0.212348,-1.950745,-0.255359,-0.873497,-0.723127,-0.609195,0.264302,1.695385,0.280634,-0.946189,1.608296
Alpha1_4,1_1_2,15,Windward,0.511211,0.221225,-0.113823,1.362248,0.345963,0.488252,0.651251,0.305288,1.476072,0.432748,0.578170,0.243139
Alpha1_4,1_1_2,15,SideRight,-0.574282,0.247215,-1.873009,0.165366,-0.727356,-0.540566,-0.398505,0.328851,2.038375,0.430476,-0.664048,0.753876
Alpha1_4,1_1_2,15,Leeward,-0.462731,0.107903,-1.001415,-0.174686,-0.524867,-0.449567,-0.387240,0.137627,0.826729,0.233187,-0.742072,0.884967
Alpha1_4,1_1_2,15,SideLeft,-0.697887,0.182145,-1.653304,-0.194202,-0.797239,-0.671304,-0.570231,0.227008,1.459103,0.260996,-0.901664,1.345870
Alpha1_4,1_1_2,20,Windward,0.488112,0.220684,-0.122435,1.339063,0.322820,0.464043,0.630141,0.307321,1.461499,0.452117,0.492384,-0.070761
Alpha1_4,1_1_2,20,SideRight,-0.428136,0.236423,-1.638577,0.215101,-0.566253,-0.401176,-0.265535,0.300718,1.853679,0.552214,-0.706010,1.191386
Alpha1_4,1_1_2,20,Leeward,-0.487977,0.102100,-0.959380,-0.220413,-0.547357,-0.475288,-0.415183,0.132174,0.738967,0.209231,-0.688018,0.606003
Alpha1_4,1_1_2,20,SideLeft,-0.679926,0.156603,-1.956872,-0.303270,-0.767555,-0.655807,-0.567690,0.199865,1.653602,0.230323,-1.136194,3.201633
Alpha1_4,1_1_2,25,Windward,0.471346,0.200148,-0.060825,1.506413,0.328253,0.452451,0.592019,0.263766,1.567238,0.424629,0.604443,0.593836
Alpha1_4,1_1_2,25,SideRight,-0.258674,0.203142,-1.243713,0.443198,-0.382421,-0.244659,-0.121090,0.261331,1.686911,0.785323,-0.404903,0.640076
Alpha1_4,1_1_2,25,Leeward,-0.497968,0.104584,-1.001842,-0.187170,-0.557168,-0.486243,-0.425496,0.131672,0.814673,0.210022,-0.793851,1.332341
Alpha1_4,1_1_2,25,SideLeft,-0.657358,0.140655,-1.485570,-0.266884,-0.737499,-0.640981,-0.559477,0.178022,1.218686,0.213970,-0.874471,1.802656
Alpha1_4,1_1_2,30,Windward,0.432738,0.200371,-0.125867,1.230197,0.282445,0.418130,0.558994,0.276549,1.356064,0.463030,0.507426,0.112599
Alpha1_4,1_1_2,30,SideRight,-0.152569,0.180559,-0.885294,0.548876,-0.267097,-0.150018,-0.041698,0.225399,1.434170,1.183462,0.009024,0.384793
Alpha1_4,1_1_2,30,Leeward,-0.517767,0.108786,-1.036262,-0.235289,-0.578687,-0.506373,-0.442047,0.136640,0.800973,0.210105,-0.762577,1.052369
Alpha1_4,1_1_2,30,SideLeft,-0.645217,0.139541,-1.605394,-0.295387,-0.730060,-0.626925,-0.544114,0.185946,1.310007,0.216270,-0.831428,1.500492
Alpha1_4,1_1_2,35,Windward,0.415852,0.204016,-0.218616,1.310251,0.266820,0.401635,0.543520,0.276700,1.528867,0.490598,0.466627,0.190439
Alpha1_4,1_1_2,35,SideRight,0.022422,0.180433,-0.616801,0.665875,-0.100303,0.022003,0.144072,0.244375,1.282676,8.047113,0.016619,-0.010187
Alpha1_4,1_1_2,35,Leeward,-0.539168,0.118037,-1.237312,-0.257307,-0.602465,-0.526175,-0.456248,0.146217,0.980005,0.218925,-0.929812,1.805375
Alpha1_4,1_1_2,35,SideLeft,-0.629591,0.141087,-1.565724,-0.309084,-0.701365,-0.610959,-0.533310,0.168054,1.256640,0.224093,-1.176860,2.896010
Alpha1_4,1_1_2,40,Windward,0.335690,0.191074,-0.252846,1.375328,0.196157,0.320203,0.455429,0.259272,1.628173,0.569197,0.509965,0.369783
Alpha1_4,1_1_2,40,SideRight,0.091131,0.166643,-0.580440,0.807188,-0.019590,0.082779,0.189856,0.209447,1.387628,1.828605,0.312840,0.562931
Alpha1_4,1_1_2,40,Leeward,-0.546671,0.110301,-1.523051,-0.267433,-0.601709,-0.531980,-0.472387,0.129322,1.255618,0.201769,-1.503494,5.873439
Alpha1_4,1_1_2,40,SideLeft,-0.608924,0.125799,-1.331094,-0.305425,-0.679056,-0.590591,-0.519609,0.159447,1.025669,0.206592,-0.932113,1.394118
Alpha1_4,1_1_2,45,Windward,0.275049,0.185682,-0.300946,1.239933,0.143638,0.260509,0.391600,0.247962,1.540879,0.675088,0.513738,0.582484
Alpha1_4,1_1_2,45,SideRight,0.205375,0.169148,-0.553255,1.220790,0.091466,0.196770,0.310690,0.219224,1.774045,0.823605,0.288004,0.696867
Alpha1_4,1_1_2,45,Leeward,-0.566503,0.113904,-1.237951,-0.254074,-0.628047,-0.554049,-0.487221,0.140827,0.983877,0.201065,-0.891341,1.733749
Alpha1_4,1_1_2,45,SideLeft,-0.585914,0.123698,-1.426239,-0.284266,-0.656745,-0.568071,-0.498607,0.158138,1.141973,0.211119,-0.896205,1.546504
Alpha1_4,1_1_2,50,Windward,0.186634,0.185069,-0.510427,0.989166,0.062058,0.172298,0.300015,0.237958,1.499593,0.991615,0.351722,0.378209
Alpha1_4,1_1_2,50,SideRight,0.287385,0.172767,-0.349292,1.055248,0.164340,0.266904,0.392028,0.227688,1.404540,0.601170,0.537795,0.399945
Alpha1_4,1_1_2,50,Leeward,-0.582286,0.120859,-1.228588,-0.250649,-0.647831,-0.567814,-0.497042,0.150790,0.977939,0.207560,-0.823169,1.142807
Alpha1_4,1_1_2,50,SideLeft,-0.561242,0.117088,-1.072763,-0.258798,-0.633466,-0.546699,-0.474854,0.158612,0.813964,0.208622,-0.654143,0.429734
Alpha1_4,1_1_3,0,Windward,0.548408,0.204053,0.033527,1.415950,0.403539,0.527099,0.678233,0.274694,1.382423,0.372082,0.483949,0.093607
Alpha1_4,1_1_3,0,SideRight,-0.836980,0.236933,-1.989109,-0.226116,-0.971021,-0.811226,-0.671436,0.299585,1.762993,0.283081,-0.807474,1.280770
Alpha1_4,1_1_3,0,Leeward,-0.506456,0.121115,-1.191209,-0.221717,-0.575664,-0.490973,-0.421807,0.153857,0.969492,0.239142,-0.875542,1.519551
Alpha1_4,1_1_3,0,SideLeft,-0.857932,0.233357,-2.194812,-0.225370,-1.004545,-0.832810,-0.692237,0.312308,1.969442,0.271999,-0.570069,0.603390
Alpha1_4,1_1_3,5,Windward,0.554582,0.194315,0.032620,1.393830,0.418180,0.527627,0.675261,0.257081,1.361210,0.350382,0.525177,0.128020
Alpha1_4,1_1_3,5,SideRight,-0.824393,0.236162,-1.913484,-0.155307,-0.955238,-0.800473,-0.658444,0.296794,1.758177,0.286468,-0.667885,0.619719
Alpha1_4,1_1_3,5,Leeward,-0.489736,0.116293,-1.055002,-0.169956,-0.561987,-0.471512,-0.405052,0.156934,0.885047,0.237460,-0.652668,0.243712
Alpha1_4,1_1_3,5,SideLeft,-0.804561,0.218029,-1.728653,-0.208934,-0.925567,-0.777415,-0.649778,0.275789,1.519719,0.270991,-0.716618,0.578189
Alpha1_4,1_1_3,10,Windward,0.557671,0.215495,-0.046655,1.479833,0.404839,0.541385,0.686878,0.282039,1.526488,0.386421,0.517624,0.294480
Alpha1_4,1_1_3,10,SideRight,-0.788310,0.259007,-1.892037,-0.157230,-0.940268,-0.765114,-0.602872,0.337396,1.734807,0.328560,-0.633241,0.573635
Alpha1_4,1_1_3,10,Leeward,-0.517773,0.124143,-1.111601,-0.220221,-0.585279,-0.500081,-0.428237,0.157043,0.891380,0.239764,-0.902826,1.203016
Alpha1_4,1_1_3,10,SideLeft,-0.771477,0.207249,-2.238625,-0.308958,-0.880750,-0.739916,-0.626738,0.254012,1.929667,0.268639,-1.197965,3.175191
Alpha1_4,1_1_3,15,Windward,0.554486,0.204201,0.034921,1.514788,0.402294,0.539994,0.690157,0.287864,1.479868,0.368272,0.443814,0.098645
Alpha1_4,1_1_3,15,SideRight,-0.641523,0.250093,-1.923716,-0.024407,-0.795162,-0.615742,-0.463972,0.331190,1.899310,0.389843,-0.635233,0.645475
Alpha1_4,1_1_3,15,Leeward,-0.506536,0.116446,-1.220786,-0.183143,-0.575692,-0.491266,-0.423577,0.152115,1.037643,0.229886,-0.806546,1.369722
Alpha1_4,1_1_3,15,SideLeft,-0.703164,0.174627,-1.795713,-0.193709,-0.797439,-0.676781,-0.583103,0.214337,1.602004,0.248345,-0.916280,1.517563
Alpha1_4,1_1_3,20,Windward,0.537289,0.197587,-0.025788,1.310997,0.396069,0.516015,0.657073,0.261004,1.336785,0.367747,0.530504,0.216551
Alpha1_4,1_1_3,20,SideRight,-0.480235,0.249784,-1.663750,0.242478,-0.621367,-0.447750,-0.309914,0.311454,1.906228,0.520129,-0.716736,0.795153
Alpha1_4,1_1_3,20,Leeward,-0.552165,0.112414,-1.118007,-0.249327,-0.618900,-0.541187,-0.473937,0.144963,0.868679,0.203589,-0.587901,0.694746
Alpha1_4,1_1_3,20,SideLeft,-0.706854,0.161939,-1.428016,-0.295321,-0.797849,-0.682641,-0.593746,0.204103,1.132695,0.229099,-0.805193,0.927553
Alpha1_4,1_1_3,25,Windward,0.507723,0.192340,-0.021465,1.429020,0.371965,0.502459,0.627794,0.255829,1.450485,0.378828,0.343947,0.186366
Alpha1_4,1_1_3,25,SideRight,-0.305310,0.195417,-1.351224,0.448183,-0.422170,-0.292088,-0.174918,0.247252,1.799407,0.640061,-0.571200,1.416382
Alpha1_4,1_1_3,25,Leeward,-0.540863,0.103875,-1.186129,-0.257296,-0.600978,-0.529563,-0.467535,0.133443,0.928834,0.192054,-0.682470,1.062893
Alpha1_4,1_1_3,25,SideLeft,-0.661915,0.140035,-1.463880,-0.308122,-0.740618,-0.644018,-0.562929,0.177688,1.155759,0.211560,-0.892631,1.461771
Alpha1_4,1_1_3,30,Windward,0.457440,0.198078,-0.023865,1.281177,0.306782,0.438532,0.581402,0.274620,1.305041,0.433014,0.546117,0.047454
Alpha1_4,1_1_3,30,SideRight,-0.140116,0.169196,-0.856634,0.400980,-0.247053,-0.135714,-0.027962,0.219090,1.257614,1.207547,-0.286043,0.569094
Alpha1_4,1_1_3,30,Leeward,-0.558838,0.110231,-1.132055,-0.293754,-0.618057,-0.547170,-0.482694,0.135364,0.838301,0.197251,-0.910252,1.698362
Alpha1_4,1_1_3,30,SideLeft,-0.645208,0.129600,-1.608236,-0.329125,-0.714607,-0.628496,-0.555696,0.158911,1.279111,0.200865,-1.095333,2.661830
Alpha1_4,1_1_3,35,Windward,0.428079,0.182826,-0.055162,1.223308,0.301000,0.410867,0.545023,0.244023,1.278470,0.427084,0.435503,0.103149
Alpha1_4,1_1_3,35,SideRight,-0.005262,0.166134,-0.554538,0.736536,-0.123814,-0.012053,0.108133,0.231947,1.291074,31.573784,0.257523,0.299932
Alpha1_4,1_1_3,35,Leeward,-0.579091,0.106315,-1.023166,-0.296053,-0.645466,-0.565735,-0.502496,0.142970,0.727113,0.183590,-0.639808,0.586059
Alpha1_4,1_1_3,35,SideLeft,-0.647672,0.124622,-1.316998,-0.336890,-0.720554,-0.632992,-0.559761,0.160792,0.980108,0.192414,-0.780791,1.238778
Alpha1_4,1_1_3,40,Windward,0.377028,0.184132,-0.142780,1.083524,0.238692,0.361661,0.498085,0.259393,1.226304,0.488378,0.416199,-0.050027
Alpha1_4,1_1_3,40,SideRight,0.131163,0.157417,-0.462868,0.897741,0.027825,0.126238,0.230249,0.202424,1.360610,1.200166,0.208789,0.516985
Alpha1_4,1_1_3,40,Leeward,-0.602893,0.109730,-1.269503,-0.306710,-0.662487,-0.593806,-0.526475,0.136013,0.962793,0.182006,-0.773163,1.566130
Alpha1_4,1_1_3,40,SideLeft,-0.646973,0.123621,-1.261461,-0.318427,-0.721426,-0.631792,-0.560177,0.161249,0.943034,0.191076,-0.761084,1.183507
Alpha1_4,1_1_3,45,Windward,0.276004,0.158727,-0.199378,0.947811,0.163077,0.263983,0.384820,0.221743,1.147190,0.575089,0.255420,-0.100316
Alpha1_4,1_1_3,45,SideRight,0.219939,0.146750,-0.266101,0.921098,0.120283,0.207671,0.311660,0.191378,1.187200,0.667230,0.382017,0.285366
Alpha1_4,1_1_3,45,Leeward,-0.595452,0.107233,-1.181705,-0.302402,-0.655315,-0.582355,-0.520094,0.135221,0.879304,0.180087,-0.904295,1.619452
Alpha1_4,1_1_3,45,SideLeft,-0.610927,0.121220,-1.699811,-0.295257,-0.674029,-0.595133,-0.528906,0.145123,1.404555,0.198419,-1.600407,7.693921
Alpha1_4,1_1_3,50,Windward,0.192023,0.165562,-0.466297,0.852323,0.073834,0.184326,0.299096,0.225261,1.318620,0.862203,0.297281,0.171061
Alpha1_4,1_1_3,50,SideRight,0.321509,0.161675,-0.112711,0.999072,0.202174,0.311895,0.422817,0.220643,1.111783,0.502863,0.451543,0.175897
Alpha1_4,1_1_3,50,Leeward,-0.630384,0.127326,-1.516097,-0.298922,-0.702836,-0.618401,-0.539622,0.163214,1.217176,0.201982,-0.888725,2.042010
Alpha1_4,1_1_3,50,SideLeft,-0.602345,0.114524,-1.540509,-0.311136,-0.670470,-0.589955,-0.521431,0.149039,1.229373,0.190131,-0.974066,3.017495
Alpha1_4,1_1_4,0,Windward,0.539566,0.167453,0.024470,1.093797,0.415922,0.525106,0.655620,0.239699,1.069327,0.310347,0.291641,-0.280878
Alpha1_4,1_1_4,0,SideRight,-0.828632,0.212983,-1.747026,-0.237191,-0.953884,-0.803175,-0.676035,0.277849,1.509835,0.257030,-0.628918,0.447993
Alpha1_4,1_1_4,0,Leeward,-0.528079,0.119429,-1.067658,-0.245277,-0.605493,-0.516969,-0.439182,0.166311,0.822381,0.226158,-0.555787,0.249553
Alpha1_4,1_1_4,0,SideLeft,-0.846696,0.227725,-1.803414,-0.217410,-0.982035,-0.825550,-0.685839,0.296197,1.586005,0.268958,-0.567535,0.365977
Alpha1_4,1_1_4,5,Windward,0.521889,0.171196,0.059977,1.247162,0.401498,0.511306,0.628232,0.226734,1.187185,0.328032,0.432198,0.240603
Alpha1_4,1_1_4,5,SideRight,-0.840202,0.220968,-1.809626,-0.029227,-0.974379,-0.817070,-0.681725,0.292653,1.780399,0.262994,-0.547169,0.382107
Alpha1_4,1_1_4,5,Leeward,-0.525792,0.119494,-1.065693,-0.237082,-0.599019,-0.513413,-0.438235,0.160784,0.828611,0.227265,-0.593507,0.301529
Alpha1_4,1_1_4,5,SideLeft,-0.801199,0.213797,-2.062151,-0.335644,-0.928580,-0.774332,-0.644130,0.284450,1.726508,0.266847,-0.766811,0.941113
Alpha1_4,1_1_4,10,Windward,0.557274,0.173361,0.101997,1.238378,0.431780,0.542277,0.661762,0.229982,1.136381,0.311088,0.476129,0.106764
Alpha1_4,1_1_4,10,SideRight,-0.798571,0.229624,-1.891749,-0.178376,-0.945755,-0.780203,-0.631373,0.314382,1.713373,0.287543,-0.518808,0.297214
Alpha1_4,1_1_4,10,Leeward,-0.521964,0.113806,-1.097104,-0.192738,-0.591851,-0.509227,-0.439321,0.152530,0.904366,0.218035,-0.681837,0.753992
Alpha1_4,1_1_4,10,SideLeft,-0.740007,0.181783,-1.653052,-0.284366,-0.845674,-0.714495,-0.611768,0.233906,1.368687,0.245650,-0.794474,0.976169
Alpha1_4,1_1_4,15,Windward,0.545901,0.179658,0.053255,1.346821,0.416622,0.532097,0.662028,0.245405,1.293566,0.329103,0.434434,0.151313
Alpha1_4,1_1_4,15,SideRight,-0.687665,0.237571,-1.752315,-0.111277,-0.842643,-0.663002,-0.513638,0.329004,1.641039,0.345474,-0.505901,0.121660
Alpha1_4,1_1_4,15,Leeward,-0.551116,0.112116,-1.225149,-0.241676,-0.619761,-0.544379,-0.469975,0.149786,0.983473,0.203435,-0.548008,0.736869
Alpha1_4,1_1_4,15,SideLeft,-0.710415,0.150842,-1.395557,-0.317515,-0.796552,-0.695633,-0.603086,0.193466,1.078042,0.212330,-0.681893,0.756141
Alpha1_4,1_1_4,20,Windward,0.554443,0.185507,0.038523,1.223553,0.414196,0.540927,0.678198,0.264002,1.185030,0.334583,0.371266,-0.241177
Alpha1_4,1_1_4,20,SideRight,-0.496903,0.218071,-1.603771,0.054709,-0.628720,-0.476940,-0.340494,0.288226,1.658479,0.438859,-0.607537,0.605659
Alpha1_4,1_1_4,20,Leeward,-0.543741,0.106922,-1.094105,-0.277349,-0.607950,-0.532001,-0.466527,0.141423,0.816756,0.196641,-0.703927,0.864801
Alpha1_4,1_1_4,20,SideLeft,-0.662734,0.135138,-1.524168,-0.348016,-0.736097,-0.644444,-0.568886,0.167211,1.176153,0.203910,-0.974722,1.905383
Alpha1_4,1_1_4,25,Windward,0.508012,0.165052,0.013489,1.156533,0.396219,0.497326,0.610412,0.214193,1.143044,0.324898,0.377759,0.278259
Alpha1_4,1_1_4,25,SideRight,-0.309159,0.179973,-1.125746,0.369678,-0.422873,-0.297837,-0.184349,0.238524,1.495424,0.582139,-0.280075,0.181078
Alpha1_4,1_1_4,25,Leeward,-0.566375,0.101317,-1.047956,-0.287484,-0.627531,-0.554664,-0.493023,0.134508,0.760472,0.178886,-0.646755,0.645595
Alpha1_4,1_1_4,25,SideLeft,-0.663624,0.125897,-1.310686,-0.337669,-0.734389,-0.648993,-0.575808,0.158581,0.973017,0.189711,-0.864553,1.564434
Alpha1_4,1_1_4,30,Windward,0.456091,0.168512,-0.033452,1.299266,0.333366,0.438046,0.558699,0.225333,1.332717,0.369470,0.563378,0.289185
Alpha1_4,1_1_4,30,SideRight,-0.120630,0.156767,-0.967223,0.415071,-0.213774,-0.111170,-0.016251,0.197523,1.382294,1.299566,-0.420140,0.773949
Alpha1_4,1_1_4,30,Leeward,-0.558216,0.106466,-1.248769,-0.283317,-0.616132,-0.546065,-0.483589,0.132542,0.965452,0.190725,-1.022923,2.542990
Alpha1_4,1_1_4,30,SideLeft,-0.630138,0.116612,-1.257767,-0.325988,-0.696327,-0.617813,-0.549032,0.147295,0.931778,0.185058,-0.762658,1.150037
Alpha1_4,1_1_4,35,Windward,0.403120,0.157759,-0.056183,1.071342,0.290464,0.393118,0.498462,0.207998,1.127525,0.391345,0.496510,0.403423
Alpha1_4,1_1_4,35,SideRight,0.001309,0.142418,-0.514980,0.579989,-0.094191,0.003035,0.096374,0.190564,1.094969,108.802819,0.041234,0.193460
Alpha1_4,1_1_4,35,Leeward,-0.578601,0.100848,-1.506439,-0.342472,-0.631744,-0.570113,-0.508575,0.123169,1.163966,0.174297,-1.271770,5.684503
Alpha1_4,1_1_4,35,SideLeft,-0.626216,0.107365,-1.238540,-0.359527,-0.684725,-0.614226,-0.552178,0.132547,0.879013,0.171450,-0.766123,1.118141
Alpha1_4,1_1_4,40,Windward,0.347933,0.143248,-0.026778,0.992307,0.245714,0.334621,0.441275,0.195561,1.019085,0.411712,0.443150,0.123988
Alpha1_4,1_1_4,40,SideRight,0.136101,0.128655,-0.390064,0.639873,0.050064,0.131475,0.220402,0.170337,1.029937,0.945295,0.142331,0.150055
Alpha1_4,1_1_4,40,Leeward,-0.597496,0.107298,-1.414681,-0.312019,-0.661405,-0.585833,-0.521952,0.139453,1.102663,0.179579,-0.915995,2.487117
Alpha1_4,1_1_4,40,SideLeft,-0.630011,0.112616,-1.203765,-0.312285,-0.695989,-0.618802,-0.551306,0.144684,0.891479,0.178752,-0.711800,1.025337
Alpha1_4,1_1_4,45,Windward,0.278078,0.144456,-0.199120,0.836433,0.175172,0.267029,0.369942,0.194770,1.035553,0.519481,0.319653,-0.021625
Alpha1_4,1_1_4,45,SideRight,0.223389,0.125120,-0.211123,0.713578,0.136227,0.216092,0.302365,0.166138,0.924701,0.560102,0.280598,0.125907
Alpha1_4,1_1_4,45,Leeward,-0.610915,0.102072,-1.212981,-0.330139,-0.667749,-0.598725,-0.540927,0.126822,0.882842,0.167081,-0.770885,1.235906
Alpha1_4,1_1_4,45,SideLeft,-0.617372,0.102346,-1.094154,-0.351107,-0.675376,-0.605552,-0.547757,0.127620,0.743047,0.165776,-0.655240,0.636252
Alpha1_4,1_1_4,50,Windward,0.178669,0.142949,-0.232394,0.775222,0.076964,0.170741,0.272653,0.195688,1.007616,0.800077,0.312635,0.095151
Alpha1_4,1_1_4,50,SideRight,0.302338,0.145337,-0.104686,0.911942,0.203753,0.282694,0.384182,0.180429,1.016628,0.480709,0.705669,0.800738
Alpha1_4,1_1_4,50,Leeward,-0.612170,0.116136,-1.285053,-0.344421,-0.681266,-0.600304,-0.528515,0.152751,0.940632,0.189711,-0.829590,1.631773
Alpha1_4,1_1_4,50,SideLeft,-0.597015,0.112330,-1.254229,-0.322294,-0.668713,-0.586389,-0.512719,0.155994,0.931935,0.188153,-0.628662,0.747161
Alpha1_4,1_1_5,0,Windward,0.543859,0.155644,0.128179,1.216065,0.431333,0.528587,0.645366,0.214033,1.087885,0.286185,0.444096,0.000862
Alpha1_4,1_1_5,0,SideRight,-0.820500,0.204907,-1.817880,-0.238617,-0.943536,-0.800515,-0.676432,0.267105,1.579263,0.249735,-0.604264,0.657170
Alpha1_4,1_1_5,0,Leeward,-0.543299,0.116317,-1.265148,-0.236211,-0.613063,-0.530418,-0.459569,0.153494,1.028937,0.214093,-0.793096,1.380386
Alpha1_4,1_1_5,0,SideLeft,-0.837617,0.209742,-1.712336,-0.302992,-0.964905,-0.811824,-0.688931,0.275974,1.409344,0.250403,-0.605129,0.355387
Alpha1_4,1_1_5,5,Windward,0.535270,0.149340,0.122752,1.111194,0.428388,0.528821,0.636255,0.207867,0.988442,0.279000,0.231253,-0.075104
Alpha1_4,1_1_5,5,SideRight,-0.860075,0.214104,-1.923035,-0.279195,-0.990377,-0.837952,-0.707826,0.282551,1.643840,0.248936,-0.637932,0.702536
Alpha1_4,1_1_5,5,Leeward,-0.558494,0.115188,-1.038909,-0.247656,-0.631702,-0.547491,-0.473140,0.158562,0.791253,0.206247,-0.493300,0.049747
Alpha1_4,1_1_5,5,SideLeft,-0.818691,0.211333,-1.765211,-0.327719,-0.943705,-0.789958,-0.667648,0.276056,1.437492,0.258135,-0.725977,0.744282
Alpha1_4,1_1_5,10,Windward,0.540847,0.159855,0.113546,1.147447,0.424060,0.532493,0.644093,0.220033,1.033901,0.295565,0.358730,-0.097956
Alpha1_4,1_1_5,10,SideRight,-0.780770,0.214976,-1.785854,-0.236071,-0.918748,-0.763751,-0.623440,0.295308,1.549783,0.275338,-0.476631,0.299407
Alpha1_4,1_1_5,10,Leeward,-0.514187,0.111163,-1.119971,-0.215411,-0.579109,-0.502667,-0.435604,0.143505,0.904560,0.216191,-0.662750,0.743662
Alpha1_4,1_1_5,10,SideLeft,-0.695629,0.174309,-1.570494,-0.284983,-0.788624,-0.670896,-0.572810,0.215814,1.285510,0.250578,-0.880071,1.050039
Alpha1_4,1_1_5,15,Windward,0.535026,0.146560,0.121243,1.057420,0.426200,0.529387,0.638988,0.212789,0.936178,0.273931,0.202232,-0.314486
Alpha1_4,1_1_5,15,SideRight,-0.715532,0.205144,-1.524022,-0.110635,-0.855420,-0.705754,-0.566904,0.288515,1.413387,0.286701,-0.297034,-0.082659
Alpha1_4,1_1_5,15,Leeward,-0.549888,0.097504,-1.129083,-0.294015,-0.607333,-0.542552,-0.481555,0.125778,0.835068,0.177317,-0.628497,1.044067
Alpha1_4,1_1_5,15,SideLeft,-0.692726,0.132806,-1.674461,-0.337724,-0.768155,-0.679330,-0.597892,0.170263,1.336738,0.191715,-0.893800,2.130385
Alpha1_4,1_1_5,20,Windward,0.526373,0.156852,0.088546,1.125364,0.416051,0.520376,0.627185,0.211134,1.036818,0.297986,0.247057,-0.014494
Alpha1_4,1_1_5,20,SideRight,-0.474637,0.193777,-1.492868,0.052246,-0.588488,-0.454955,-0.334686,0.253802,1.545114,0.408264,-0.641347,0.704531
Alpha1_4,1_1_5,20,Leeward,-0.528268,0.102812,-1.100266,-0.279294,-0.585316,-0.518991,-0.458752,0.126564,0.820972,0.194621,-0.827800,1.591241
Alpha1_4,1_1_5,20,SideLeft,-0.634434,0.119364,-1.282312,-0.340359,-0.705214,-0.623399,-0.552718,0.152496,0.941953,0.188143,-0.745914,1.362699
Alpha1_4,1_1_5,25,Windward,0.504239,0.150828,0.067054,1.069440,0.391812,0.492468,0.605727,0.213915,1.002386,0.299119,0.343326,-0.240788
Alpha1_4,1_1_5,25,SideRight,-0.292120,0.171967,-1.241606,0.204974,-0.395347,-0.275169,-0.174436,0.220910,1.446580,0.588685,-0.537621,0.639928
Alpha1_4,1_1_5,25,Leeward,-0.544355,0.091566,-1.059887,-0.311607,-0.600907,-0.536234,-0.477875,0.123033,0.748280,0.168210,-0.680032,1.033343
Alpha1_4,1_1_5,25,SideLeft,-0.620889,0.106968,-1.222163,-0.335639,-0.682570,-0.609282,-0.544936,0.137634,0.886524,0.172282,-0.779088,1.306205
Alpha1_4,1_1_5,30,Windward,0.449415,0.141180,0.049471,1.102725,0.352200,0.442348,0.540866,0.188666,1.053254,0.314142,0.312685,0.312044
Alpha1_4,1_1_5,30,SideRight,-0.149019,0.143954,-0.654411,0.317838,-0.240939,-0.146914,-0.057566,0.183372,0.972248,0.966014,-0.101543,0.056381
Alpha1_4,1_1_5,30,Leeward,-0.573070,0.092764,-1.132095,-0.328903,-0.628400,-0.561750,-0.508962,0.119438,0.803192,0.161871,-0.774436,1.440586
Alpha1_4,1_1_5,30,SideLeft,-0.631964,0.105188,-1.114656,-0.346061,-0.697129,-0.617039,-0.555651,0.141478,0.768595,0.166447,-0.644005,0.384313
Alpha1_4,1_1_5,35,Windward,0.390601,0.140782,-0.141385,0.901359,0.292339,0.385827,0.483935,0.191596,1.042744,0.360424,0.145180,-0.097805
Alpha1_4,1_1_5,35,SideRight,-0.004338,0.128596,-0.675416,0.417916,-0.090037,-0.003038,0.085080,0.175117,1.093331,29.644455,-0.155664,0.281601
